path,filename,date_dir,timestamp,date,framework_version,status,mode,mode_description,backend,model,temperature,top_p,max_tokens,timeout_seconds,trace_model,trace_path,food,service,tip,trace_format,prompt_char_count,prompt_message_count,example_count,active_proposition_count,rulebase_rule_count,rulebase_source,rulebase_method,generation_time_seconds,output_char_count,output_word_count,output_text_present,prompt_tokens,completion_tokens,total_tokens,finish_reason,error_type,error_message,tcf_status,tcf_score,tcf_quality_bucket,tcf_yes_count,tcf_total_questions,tcf_trace_fact_count,tcf_eval_count,tcf_latest_timestamp,tcf_judge_model,tcf_judge_backend,representative_case
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123834601850Z_3-shot-trace_a9fa6232.json,2026-04-09T123834601850Z_3-shot-trace_a9fa6232.json,2026-04-09,2026-04-09 12:38:34.601850+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service1.json,0,1,5.0,activated_labels,3618,8,3,2.0,0,,,0.427775047995965,376,65,True,1030.0,101.0,1131.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:26.649364+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123835129699Z_3-shot-trace-with-model-rulebase_e1705282.json,2026-04-09T123835129699Z_3-shot-trace-with-model-rulebase_e1705282.json,2026-04-09,2026-04-09 12:38:35.129699+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service1.json,0,1,5.0,activated_labels,4078,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.3673008170007961,484,89,True,1149.0,128.0,1277.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:28.463205+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123835593465Z_zero-shot-trace_78f1b74e.json,2026-04-09T123835593465Z_zero-shot-trace_78f1b74e.json,2026-04-09,2026-04-09 12:38:35.593465+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service2.json,0,2,5.0,activated_labels,1735,2,0,2.0,0,,,0.4601651370030595,713,114,True,455.0,143.0,598.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:02:14.280417+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123836147114Z_3-shot-trace_65e58d2b.json,2026-04-09T123836147114Z_3-shot-trace_65e58d2b.json,2026-04-09,2026-04-09 12:38:36.147114+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service2.json,0,2,5.0,activated_labels,3618,8,3,2.0,0,,,0.41813666399684735,362,59,True,1030.0,90.0,1120.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:29.810031+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123836659101Z_3-shot-trace-with-model-rulebase_eb0603de.json,2026-04-09T123836659101Z_3-shot-trace-with-model-rulebase_eb0603de.json,2026-04-09,2026-04-09 12:38:36.659101+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service2.json,0,2,5.0,activated_labels,4078,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.4186605709983269,503,88,True,1149.0,132.0,1281.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:31.169846+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123837174204Z_zero-shot-trace_ebf9d334.json,2026-04-09T123837174204Z_zero-shot-trace_ebf9d334.json,2026-04-09,2026-04-09 12:38:37.174204+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service3.json,0,3,5.0,activated_labels,1823,2,0,3.0,0,,,0.5189844790002098,913,147,True,484.0,189.0,673.0,stop,,,success,1.0,good >=0.80,6.0,6.0,6.0,1,2026-04-16 11:02:17.689290+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123837792278Z_3-shot-trace_f5e403bf.json,2026-04-09T123837792278Z_3-shot-trace_f5e403bf.json,2026-04-09,2026-04-09 12:38:37.792278+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service3.json,0,3,5.0,activated_labels,3706,8,3,3.0,0,,,0.4118460600002436,449,78,True,1059.0,117.0,1176.0,stop,,,success,0.8333333333333334,good >=0.80,5.0,6.0,6.0,1,2026-04-16 11:07:32.444041+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123838297751Z_3-shot-trace-with-model-rulebase_54d967ad.json,2026-04-09T123838297751Z_3-shot-trace-with-model-rulebase_54d967ad.json,2026-04-09,2026-04-09 12:38:38.297751+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service3.json,0,3,5.0,activated_labels,4166,8,3,3.0,4,traces/heitor2,inferred_from_trace_directory,0.45769369100162294,526,93,True,1178.0,151.0,1329.0,stop,,,success,0.8333333333333334,good >=0.80,5.0,6.0,6.0,1,2026-04-16 11:07:34.311540+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123838851384Z_zero-shot-trace_541d9e76.json,2026-04-09T123838851384Z_zero-shot-trace_541d9e76.json,2026-04-09,2026-04-09 12:38:38.851384+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service4.json,0,4,5.0,activated_labels,1752,2,0,2.0,0,,,0.5827595820010174,903,163,True,462.0,193.0,655.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:02:21.884291+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123839526765Z_3-shot-trace_05eec80f.json,2026-04-09T123839526765Z_3-shot-trace_05eec80f.json,2026-04-09,2026-04-09 12:38:39.526765+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service4.json,0,4,5.0,activated_labels,3635,8,3,2.0,0,,,0.3148841420043027,371,64,True,1037.0,94.0,1131.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:36.064635+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123839953067Z_3-shot-trace-with-model-rulebase_b6787475.json,2026-04-09T123839953067Z_3-shot-trace-with-model-rulebase_b6787475.json,2026-04-09,2026-04-09 12:38:39.953067+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service4.json,0,4,5.0,activated_labels,4095,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.40083477199368645,492,87,True,1156.0,137.0,1293.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:37.383996+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123840454901Z_zero-shot-trace_ce5195a9.json,2026-04-09T123840454901Z_zero-shot-trace_ce5195a9.json,2026-04-09,2026-04-09 12:38:40.454901+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service5.json,0,5,5.0,activated_labels,1735,2,0,2.0,0,,,0.41123859900108073,792,135,True,455.0,168.0,623.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:02:24.584372+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123840969699Z_3-shot-trace_e87e032c.json,2026-04-09T123840969699Z_3-shot-trace_e87e032c.json,2026-04-09,2026-04-09 12:38:40.969699+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service5.json,0,5,5.0,activated_labels,3618,8,3,2.0,0,,,0.4091793929983396,354,57,True,1030.0,87.0,1117.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:38.818706+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123841473530Z_3-shot-trace-with-model-rulebase_5e9f025a.json,2026-04-09T123841473530Z_3-shot-trace-with-model-rulebase_5e9f025a.json,2026-04-09,2026-04-09 12:38:41.473530+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service5.json,0,5,5.0,activated_labels,4078,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.41739545100426767,376,66,True,1149.0,102.0,1251.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:40.846230+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123841977124Z_zero-shot-trace_557a6678.json,2026-04-09T123841977124Z_zero-shot-trace_557a6678.json,2026-04-09,2026-04-09 12:38:41.977124+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service6.json,0,6,5.0,activated_labels,1752,2,0,2.0,0,,,0.46879334400000516,810,143,True,462.0,179.0,641.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:41.952019+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123842542027Z_3-shot-trace_3893c2a1.json,2026-04-09T123842542027Z_3-shot-trace_3893c2a1.json,2026-04-09,2026-04-09 12:38:42.542027+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service6.json,0,6,5.0,activated_labels,3635,8,3,2.0,0,,,0.37251846700382885,360,63,True,1037.0,93.0,1130.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:44.068305+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123843018196Z_3-shot-trace-with-model-rulebase_759fb905.json,2026-04-09T123843018196Z_3-shot-trace-with-model-rulebase_759fb905.json,2026-04-09,2026-04-09 12:38:43.018196+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service6.json,0,6,5.0,activated_labels,4095,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.4087482790055219,474,84,True,1156.0,128.0,1284.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:47.727235+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123843526864Z_zero-shot-trace_045b09b6.json,2026-04-09T123843526864Z_zero-shot-trace_045b09b6.json,2026-04-09,2026-04-09 12:38:43.526864+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service7.json,0,7,5.0,activated_labels,1829,2,0,3.0,0,,,0.5136433199950261,913,150,True,484.0,193.0,677.0,stop,,,success,1.0,good >=0.80,6.0,6.0,6.0,1,2026-04-16 11:07:49.467188+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123844142699Z_3-shot-trace_2ec2079c.json,2026-04-09T123844142699Z_3-shot-trace_2ec2079c.json,2026-04-09,2026-04-09 12:38:44.142699+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service7.json,0,7,5.0,activated_labels,3712,8,3,3.0,0,,,0.41043582299607806,510,92,True,1059.0,135.0,1194.0,stop,,,success,1.0,good >=0.80,6.0,6.0,6.0,1,2026-04-16 11:07:51.105620+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123844661669Z_3-shot-trace-with-model-rulebase_b01aab7e.json,2026-04-09T123844661669Z_3-shot-trace-with-model-rulebase_b01aab7e.json,2026-04-09,2026-04-09 12:38:44.661669+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service7.json,0,7,5.0,activated_labels,4172,8,3,3.0,4,traces/heitor2,inferred_from_trace_directory,0.5062304489983944,529,92,True,1178.0,140.0,1318.0,stop,,,success,0.8333333333333334,good >=0.80,5.0,6.0,6.0,1,2026-04-16 11:07:52.744671+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123845269416Z_zero-shot-trace_50ac7c68.json,2026-04-09T123845269416Z_zero-shot-trace_50ac7c68.json,2026-04-09,2026-04-09 12:38:45.269416+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service8.json,0,8,5.0,activated_labels,1740,2,0,2.0,0,,,0.3935681689908961,792,134,True,455.0,167.0,622.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:54.484858+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123845758763Z_3-shot-trace_232be7e4.json,2026-04-09T123845758763Z_3-shot-trace_232be7e4.json,2026-04-09,2026-04-09 12:38:45.758763+00:00,2026-04-09,0.1.0,success,3-shot+trace,"Given the generated explanations, we add 3-shot prompting; that is, we provide examples to the LLM to constrain its responses. This consists of playing the role of a user and the role of the LLM to indicate which interactions should take place.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service8.json,0,8,5.0,activated_labels,3623,8,3,2.0,0,,,0.33027842099545524,358,58,True,1030.0,89.0,1119.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:56.023957+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123846183996Z_3-shot-trace-with-model-rulebase_ee3beedc.json,2026-04-09T123846183996Z_3-shot-trace-with-model-rulebase_ee3beedc.json,2026-04-09,2026-04-09 12:38:46.183996+00:00,2026-04-09,0.1.0,success,3-shot+(trace with model rulebase),"This time, we give the rules and their activations directly to the LLM, together with the activations of each fuzzy proposition. Therefore, the reduction function is no longer used. The presence of the rules provides the LLM with a logical structure, namely the conjunctions and disjunctions present in the premises of the rules.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service8.json,0,8,5.0,activated_labels,4083,8,3,2.0,4,traces/heitor2,inferred_from_trace_directory,0.4173675800120691,455,79,True,1149.0,121.0,1270.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:07:57.865365+00:00,llama-3.1-8b-instant,groq,False
/home/baunilha/Repositories/xai-playground/logs/2026-04-09/2026-04-09T123846691265Z_zero-shot-trace_e268faa8.json,2026-04-09T123846691265Z_zero-shot-trace_e268faa8.json,2026-04-09,2026-04-09 12:38:46.691265+00:00,2026-04-09,0.1.0,success,zero-shot+trace,"Only a system prompt is used, including the simplified trace produced by the reduction method.",groq,llama-3.1-8b-instant,0.0,1.0,600,120,heitor2,traces/heitor2/tip_trace_food0_service9.json,0,9,5.0,activated_labels,1740,2,0,2.0,0,,,0.5238275580049958,786,134,True,455.0,167.0,622.0,stop,,,success,1.0,good >=0.80,5.0,5.0,5.0,1,2026-04-16 11:08:00.886187+00:00,llama-3.1-8b-instant,groq,False
