path,filename,model,mode,trace_model,line_id,section,replaced,replacement_reason,raw_question,normalized_question
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125812318671Z_3-shot-trace-with-model-rulebase_aa528d15.json,2026-04-30T125812318671Z_3-shot-trace-with-model-rulebase_aa528d15.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is okay?,Does the explanation say food is okay?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125812318671Z_3-shot-trace-with-model-rulebase_aa528d15.json,2026-04-30T125812318671Z_3-shot-trace-with-model-rulebase_aa528d15.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125814370171Z_zero-shot-trace_d9c97fa5.json,2026-04-30T125814370171Z_zero-shot-trace_d9c97fa5.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125814370171Z_zero-shot-trace_d9c97fa5.json,2026-04-30T125814370171Z_zero-shot-trace_d9c97fa5.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125816541111Z_3-shot-trace_4824ef3b.json,2026-04-30T125816541111Z_3-shot-trace_4824ef3b.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125816541111Z_3-shot-trace_4824ef3b.json,2026-04-30T125816541111Z_3-shot-trace_4824ef3b.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125818401685Z_3-shot-trace-with-model-rulebase_6a2b1ea7.json,2026-04-30T125818401685Z_3-shot-trace-with-model-rulebase_6a2b1ea7.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125818401685Z_3-shot-trace-with-model-rulebase_6a2b1ea7.json,2026-04-30T125818401685Z_3-shot-trace-with-model-rulebase_6a2b1ea7.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,2026-04-30T125820247738Z_zero-shot-trace_f8fcbde0.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,2026-04-30T125822312045Z_3-shot-trace_abb2318e.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,2026-04-30T125824484032Z_3-shot-trace-with-model-rulebase_b02d3990.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125826641619Z_zero-shot-trace_7fd0df22.json,2026-04-30T125826641619Z_zero-shot-trace_7fd0df22.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125826641619Z_zero-shot-trace_7fd0df22.json,2026-04-30T125826641619Z_zero-shot-trace_7fd0df22.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125828432404Z_3-shot-trace_830a5d6a.json,2026-04-30T125828432404Z_3-shot-trace_830a5d6a.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125828432404Z_3-shot-trace_830a5d6a.json,2026-04-30T125828432404Z_3-shot-trace_830a5d6a.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125830354743Z_3-shot-trace-with-model-rulebase_573c6d9c.json,2026-04-30T125830354743Z_3-shot-trace-with-model-rulebase_573c6d9c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125830354743Z_3-shot-trace-with-model-rulebase_573c6d9c.json,2026-04-30T125830354743Z_3-shot-trace-with-model-rulebase_573c6d9c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125832096811Z_zero-shot-trace_fc84c30e.json,2026-04-30T125832096811Z_zero-shot-trace_fc84c30e.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125832096811Z_zero-shot-trace_fc84c30e.json,2026-04-30T125832096811Z_zero-shot-trace_fc84c30e.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125833806404Z_3-shot-trace_7f78f447.json,2026-04-30T125833806404Z_3-shot-trace_7f78f447.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125833806404Z_3-shot-trace_7f78f447.json,2026-04-30T125833806404Z_3-shot-trace_7f78f447.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125835611851Z_3-shot-trace-with-model-rulebase_51636f6a.json,2026-04-30T125835611851Z_3-shot-trace-with-model-rulebase_51636f6a.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125835611851Z_3-shot-trace-with-model-rulebase_51636f6a.json,2026-04-30T125835611851Z_3-shot-trace-with-model-rulebase_51636f6a.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125837775606Z_zero-shot-trace_17e73cc7.json,2026-04-30T125837775606Z_zero-shot-trace_17e73cc7.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125837775606Z_zero-shot-trace_17e73cc7.json,2026-04-30T125837775606Z_zero-shot-trace_17e73cc7.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125839628876Z_3-shot-trace_8cd277ec.json,2026-04-30T125839628876Z_3-shot-trace_8cd277ec.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125839628876Z_3-shot-trace_8cd277ec.json,2026-04-30T125839628876Z_3-shot-trace_8cd277ec.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125841214486Z_3-shot-trace-with-model-rulebase_1bf863b3.json,2026-04-30T125841214486Z_3-shot-trace-with-model-rulebase_1bf863b3.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125841214486Z_3-shot-trace-with-model-rulebase_1bf863b3.json,2026-04-30T125841214486Z_3-shot-trace-with-model-rulebase_1bf863b3.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125843202359Z_zero-shot-trace_148924ab.json,2026-04-30T125843202359Z_zero-shot-trace_148924ab.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125843202359Z_zero-shot-trace_148924ab.json,2026-04-30T125843202359Z_zero-shot-trace_148924ab.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125845198702Z_3-shot-trace_8c176868.json,2026-04-30T125845198702Z_3-shot-trace_8c176868.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125845198702Z_3-shot-trace_8c176868.json,2026-04-30T125845198702Z_3-shot-trace_8c176868.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125846640487Z_3-shot-trace-with-model-rulebase_05f0a27c.json,2026-04-30T125846640487Z_3-shot-trace-with-model-rulebase_05f0a27c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125846640487Z_3-shot-trace-with-model-rulebase_05f0a27c.json,2026-04-30T125846640487Z_3-shot-trace-with-model-rulebase_05f0a27c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125848498063Z_zero-shot-trace_0c0630c6.json,2026-04-30T125848498063Z_zero-shot-trace_0c0630c6.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125848498063Z_zero-shot-trace_0c0630c6.json,2026-04-30T125848498063Z_zero-shot-trace_0c0630c6.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is okay?,Does the explanation say food is okay?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125850364853Z_3-shot-trace_7baf8a4e.json,2026-04-30T125850364853Z_3-shot-trace_7baf8a4e.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125850364853Z_3-shot-trace_7baf8a4e.json,2026-04-30T125850364853Z_3-shot-trace_7baf8a4e.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is okay?,Does the explanation say food is okay?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125851904279Z_3-shot-trace-with-model-rulebase_c6b48063.json,2026-04-30T125851904279Z_3-shot-trace-with-model-rulebase_c6b48063.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125851904279Z_3-shot-trace-with-model-rulebase_c6b48063.json,2026-04-30T125851904279Z_3-shot-trace-with-model-rulebase_c6b48063.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is okay?,Does the explanation say food is okay?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125853594545Z_zero-shot-trace_259dbe3e.json,2026-04-30T125853594545Z_zero-shot-trace_259dbe3e.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125853594545Z_zero-shot-trace_259dbe3e.json,2026-04-30T125853594545Z_zero-shot-trace_259dbe3e.json,llama-3.1-8b-instant,zero-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125855391232Z_3-shot-trace_f7fb689f.json,2026-04-30T125855391232Z_3-shot-trace_f7fb689f.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125855391232Z_3-shot-trace_f7fb689f.json,2026-04-30T125855391232Z_3-shot-trace_f7fb689f.json,llama-3.1-8b-instant,3-shot+trace,heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125857053398Z_3-shot-trace-with-model-rulebase_b933df78.json,2026-04-30T125857053398Z_3-shot-trace-with-model-rulebase_b933df78.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125857053398Z_3-shot-trace-with-model-rulebase_b933df78.json,2026-04-30T125857053398Z_3-shot-trace-with-model-rulebase_b933df78.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor2,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125930802354Z_zero-shot-trace_4543e01d.json,2026-04-30T125930802354Z_zero-shot-trace_4543e01d.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125930802354Z_zero-shot-trace_4543e01d.json,2026-04-30T125930802354Z_zero-shot-trace_4543e01d.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125932617403Z_3-shot-trace_a4dc3554.json,2026-04-30T125932617403Z_3-shot-trace_a4dc3554.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125932617403Z_3-shot-trace_a4dc3554.json,2026-04-30T125932617403Z_3-shot-trace_a4dc3554.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125934484159Z_3-shot-trace-with-model-rulebase_a8e77c35.json,2026-04-30T125934484159Z_3-shot-trace-with-model-rulebase_a8e77c35.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125934484159Z_3-shot-trace-with-model-rulebase_a8e77c35.json,2026-04-30T125934484159Z_3-shot-trace-with-model-rulebase_a8e77c35.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,2026-04-30T125936623601Z_zero-shot-trace_49bb9fb2.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125938483721Z_3-shot-trace_15d88586.json,2026-04-30T125938483721Z_3-shot-trace_15d88586.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125938483721Z_3-shot-trace_15d88586.json,2026-04-30T125938483721Z_3-shot-trace_15d88586.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125938483721Z_3-shot-trace_15d88586.json,2026-04-30T125938483721Z_3-shot-trace_15d88586.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,2026-04-30T125940452229Z_3-shot-trace-with-model-rulebase_9b8e8a04.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125942621080Z_zero-shot-trace_16201149.json,2026-04-30T125942621080Z_zero-shot-trace_16201149.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125942621080Z_zero-shot-trace_16201149.json,2026-04-30T125942621080Z_zero-shot-trace_16201149.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125944359003Z_3-shot-trace_efe7c0e5.json,2026-04-30T125944359003Z_3-shot-trace_efe7c0e5.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125944359003Z_3-shot-trace_efe7c0e5.json,2026-04-30T125944359003Z_3-shot-trace_efe7c0e5.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
